Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Merchandising With Category Level Overwrite Scenarios,,,2018-12-17 17:46:14,2018-12-17 18:01:49,15m - 34.530s,PASSED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-12-17 17:46:15,2018-12-17 17:46:42,26.774s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_061218_local_v151.apk"", false)",,launch application,2018-12-17 17:46:16,2018-12-17 17:46:37,20.579s,PASSED
delay(5),,delay of 5 seconds,2018-12-17 17:46:37,2018-12-17 17:46:42,5.056s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevelOverwriting,,,2018-12-17 17:46:42,2018-12-17 18:01:49,15m - 7.264s,PASSED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2018-12-17 17:46:42,2018-12-17 17:46:52,10.103s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2018-12-17 17:46:52,2018-12-17 17:46:55,2.678s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2018-12-17 17:46:55,2018-12-17 17:46:56,1.012s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2018-12-17 17:46:56,2018-12-17 17:46:58,1.518s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_CategoryLevel_Overwriting(),,"select shops from shops list with ""Shop Level"" overwriting ",2018-12-17 17:46:58,2018-12-17 18:01:49,14m - 51.270s,PASSED
