Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Category Level(Chiller) Overwrite Scenarios,,,2018-08-10 18:36:34,2018-08-10 18:36:44,9.902s,FAILED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-08-10 18:36:35,2018-08-10 18:36:42,7.275s,FAILED
startApplication,,launch application,2018-08-10 18:36:35,2018-08-10 18:36:42,6.432s,FAILED
,,,,,,
Test Cases/DistributionPoint/VisitDistributionPoint,,,2018-08-10 18:36:42,2018-08-10 18:36:43,1.305s,FAILED
verifyElementText,,validate dashboard screen appearance,2018-08-10 18:36:43,2018-08-10 18:36:43,0.586s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevel(Chiller)Overwriting,,,2018-08-10 18:36:43,2018-08-10 18:36:44,0.627s,FAILED
verifyElementText,,validate the dashboard screen appearance,2018-08-10 18:36:44,2018-08-10 18:36:44,0.016s,PASSED
