Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Category Level Overwrite Scenarios,,,2019-04-04 15:59:27,2019-04-04 16:00:52,1m - 24.566s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-04 15:59:28,2019-04-04 15:59:53,25.670s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_030419_local_v154.apk"", false)",,launch application,2019-04-04 15:59:29,2019-04-04 15:59:48,19.795s,PASSED
delay(5),,delay of 5 seconds,2019-04-04 15:59:48,2019-04-04 15:59:53,5.051s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevelOverwriteScenarios,,,2019-04-04 15:59:53,2019-04-04 16:00:52,58.392s,ERROR
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-04 15:59:54,2019-04-04 16:00:01,7.616s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-04 16:00:01,2019-04-04 16:00:05,3.421s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-04 16:00:05,2019-04-04 16:00:06,1.125s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-04 16:00:06,2019-04-04 16:00:07,1.528s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_CategoryLevel_OverwriteScenarios(),,"select shops from shops list with ""Shop Level"" overwriting ",2019-04-04 16:00:07,2019-04-04 16:00:52,44.401s,ERROR
