Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Merchandising With Category Level Overwrite Scenarios,,,2018-12-17 17:33:02,2018-12-17 17:44:04,11m - 1.530s,PASSED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-12-17 17:33:03,2018-12-17 17:33:26,23.361s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_061218_local_v151.apk"", false)",,launch application,2018-12-17 17:33:04,2018-12-17 17:33:21,17.513s,PASSED
delay(5),,delay of 5 seconds,2018-12-17 17:33:21,2018-12-17 17:33:26,5.025s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevelOverwriting,,,2018-12-17 17:33:26,2018-12-17 17:44:04,10m - 37.781s,PASSED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2018-12-17 17:33:26,2018-12-17 17:33:30,3.182s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2018-12-17 17:33:30,2018-12-17 17:33:32,2.685s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2018-12-17 17:33:32,2018-12-17 17:33:33,0.881s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2018-12-17 17:33:33,2018-12-17 17:33:35,1.894s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_CategoryLevel_Overwriting(),,"select shops from shops list with ""Shop Level"" overwriting ",2018-12-17 17:33:35,2018-12-17 17:44:04,10m - 28.868s,PASSED
