Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Category Level Overwrite Scenarios,,,2019-04-04 16:07:49,2019-04-04 16:09:14,1m - 24.504s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-04 16:07:50,2019-04-04 16:08:17,27.689s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_030419_local_v154.apk"", false)",,launch application,2019-04-04 16:07:51,2019-04-04 16:08:12,20.924s,PASSED
delay(5),,delay of 5 seconds,2019-04-04 16:08:12,2019-04-04 16:08:17,5.072s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevelOverwriteScenarios,,,2019-04-04 16:08:17,2019-04-04 16:09:14,56.157s,ERROR
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-04 16:08:18,2019-04-04 16:08:23,5.115s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-04 16:08:23,2019-04-04 16:08:27,3.874s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-04 16:08:27,2019-04-04 16:08:28,1.177s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-04 16:08:28,2019-04-04 16:08:30,1.438s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_CategoryLevel_OverwriteScenarios(),,"select shops from shops list with ""Shop Level"" overwriting ",2019-04-04 16:08:30,2019-04-04 16:09:14,44.003s,ERROR
