Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising,,,2018-07-24 18:02:57,2018-07-24 18:14:53,11m - 56.455s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-07-24 18:02:57,2018-07-24 18:03:20,22.827s,PASSED
startApplication,,launch application,2018-07-24 18:02:58,2018-07-24 18:03:15,17.190s,PASSED
delay,,delay of 5 seconds after starting application,2018-07-24 18:03:15,2018-07-24 18:03:20,5.121s,PASSED
,,,,,,
Test Cases/Shop/VisitShop,,,2018-07-24 18:03:20,2018-07-24 18:14:53,11m - 33.137s,ERROR
verifyElementText,,validate the dashboard screen appearance,2018-07-24 18:03:20,2018-07-24 18:03:30,9.774s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,,2018-07-24 18:03:30,2018-07-24 18:03:33,2.791s,PASSED
tap,,tap on start your day button to further proceed,2018-07-24 18:03:33,2018-07-24 18:03:33,0.473s,PASSED
verifyElementText,,Validate shops list screen appearance,2018-07-24 18:03:33,2018-07-24 18:03:35,1.780s,PASSED
com.ct.qa.keywords.VisitingScenariosKeywords.visitShop,,select shops from shops list,2018-07-24 18:03:35,2018-07-24 18:14:53,11m - 17.993s,ERROR
