Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Merchandising With Channel Wise Data Verification,,,2018-12-03 15:37:48,2018-12-03 16:19:27,41m - 38.764s,FAILED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-12-03 15:37:49,2018-12-03 15:38:15,25.566s,PASSED
startApplication,,launch application,2018-12-03 15:37:50,2018-12-03 15:38:10,19.708s,PASSED
delay,,delay of 5 seconds,2018-12-03 15:38:10,2018-12-03 15:38:15,5.046s,PASSED
,,,,,,
Test Cases/SliderOptions/VisitSliderOptions,,,2018-12-03 15:38:15,2018-12-03 15:39:27,1m - 12.187s,PASSED
verifyElementText,,,2018-12-03 15:38:15,2018-12-03 15:38:19,3.579s,PASSED
swipe,,,2018-12-03 15:38:19,2018-12-03 15:38:19,0.842s,PASSED
swipe,,,2018-12-03 15:38:19,2018-12-03 15:38:20,0.769s,PASSED
verifyElementExist,,,2018-12-03 15:38:20,2018-12-03 15:38:21,0.377s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.valideSliderOptions,,,2018-12-03 15:38:21,2018-12-03 15:38:44,23.792s,PASSED
swipe,,,2018-12-03 15:38:44,2018-12-03 15:38:45,0.746s,PASSED
swipe,,,2018-12-03 15:38:45,2018-12-03 15:38:46,0.736s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption,,,2018-12-03 15:38:46,2018-12-03 15:38:53,6.846s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption,,,2018-12-03 15:38:53,2018-12-03 15:39:07,14.689s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption,,,2018-12-03 15:39:07,2018-12-03 15:39:25,17.934s,PASSED
swipe,,,2018-12-03 15:39:25,2018-12-03 15:39:26,0.738s,PASSED
swipe,,,2018-12-03 15:39:26,2018-12-03 15:39:27,0.722s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.displayMissingSliderOptionsInReport,,,2018-12-03 15:39:27,2018-12-03 15:39:27,0.011s,PASSED
,,,,,,
Test Cases/DistributionPoint/VisitDistributionPoint,,,2018-12-03 15:39:27,2018-12-03 15:40:05,37.893s,PASSED
verifyElementText,,validate dashboard screen appearance,2018-12-03 15:39:27,2018-12-03 15:39:27,0.241s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,select the current day for further proceed,2018-12-03 15:39:27,2018-12-03 15:39:30,2.478s,PASSED
tap,,tap on start your day button,2018-12-03 15:39:30,2018-12-03 15:39:31,1.537s,PASSED
delay,,delay of 15 seconds for check in through map screen,2018-12-03 15:39:31,2018-12-03 15:39:46,15.008s,PASSED
verifyElementExist,,validate map screen appearance,2018-12-03 15:39:46,2018-12-03 15:39:47,0.685s,PASSED
tap,,tap on check in button through map,2018-12-03 15:39:47,2018-12-03 15:39:48,0.604s,PASSED
verifyElementExist,,validate confirm popup appearance,2018-12-03 15:39:48,2018-12-03 15:39:49,1.096s,PASSED
tap,,tap on confirm popup no button,2018-12-03 15:39:49,2018-12-03 15:39:50,1.101s,PASSED
verifyElementText,,validate channel summary detail screen appearance,2018-12-03 15:39:50,2018-12-03 15:39:51,0.657s,PASSED
tap,,tap on next button to further proceed,2018-12-03 15:39:51,2018-12-03 15:39:52,1.056s,PASSED
verifyElementText,,validate distribution point screen appearance,2018-12-03 15:39:52,2018-12-03 15:39:53,1.686s,PASSED
com.ct.qa.keywords.DistributionPointKeywords.visitdistributionPoint,,enter quantity of products on distribution point,2018-12-03 15:39:53,2018-12-03 15:40:04,10.498s,PASSED
tap,,tap on submit button after enter the quantity of products on distribution point,2018-12-03 15:40:04,2018-12-03 15:40:05,0.884s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2018-12-03 15:40:05,2018-12-03 16:19:27,39m - 22.528s,FAILED
verifyElementText,,validate the dashboard screen appearance,2018-12-03 15:40:05,2018-12-03 15:40:06,1.376s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,select current day,2018-12-03 15:40:06,2018-12-03 15:40:09,2.314s,PASSED
tap,,tap on start your day button to further proceed,2018-12-03 15:40:09,2018-12-03 15:40:10,1.177s,PASSED
verifyElementText,,Validate shops list screen appearance,2018-12-03 15:40:10,2018-12-03 15:40:11,1.546s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWith_DataVerification,,select shops from shops list for data verification,2018-12-03 15:40:11,2018-12-03 16:19:27,39m - 15.829s,FAILED
