Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Chiller Utilization Data Verification,,,2018-07-30 14:40:30,2018-07-30 14:41:52,1m - 21.857s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-07-30 14:40:30,2018-07-30 14:40:53,22.695s,PASSED
startApplication,,launch application,2018-07-30 14:40:31,2018-07-30 14:40:48,17.104s,PASSED
delay,,delay of 5 seconds after starting application,2018-07-30 14:40:48,2018-07-30 14:40:53,5.075s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2018-07-30 14:40:53,2018-07-30 14:41:52,58.677s,ERROR
verifyElementText,,validate the dashboard screen appearance,2018-07-30 14:40:53,2018-07-30 14:40:54,0.504s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,,2018-07-30 14:40:54,2018-07-30 14:40:57,3.435s,PASSED
tap,,tap on start your day button to further proceed,2018-07-30 14:40:57,2018-07-30 14:40:58,0.773s,PASSED
verifyElementText,,Validate shops list screen appearance,2018-07-30 14:40:58,2018-07-30 14:41:00,1.776s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWithDataVerification,,select shops from shops list,2018-07-30 14:41:00,2018-07-30 14:41:52,51.927s,ERROR
