Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MMA Plus Merchandising With Data Verification,,,,2019-07-12 12:04:03,2019-07-12 12:04:30,27.290s,INCOMPLETE
,,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,,2019-07-12 12:04:04,2019-07-12 12:04:30,25.682s,PASSED
"startApplication(""F:\QA_Automation\Builds\MMA Plus\mmaplus_expired_product_module_080719_local.apk"", false)",,launch application,,2019-07-12 12:04:06,2019-07-12 12:04:25,18.500s,PASSED
delay(5),,delay of 5 seconds,,2019-07-12 12:04:25,2019-07-12 12:04:30,5.067s,PASSED
,,,,,,,
Test Cases/MerchandisingShopScenarios/VisitShopsWithDataVerification,,,,2019-07-12 12:04:30,2019-07-12 12:04:30,0.394s,ERROR
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,,2019-07-12 12:04:30,2019-07-12 12:04:30,0.016s,PASSED
