Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Merchandising With Channel Wise Data Verification,,,2018-11-30 16:52:16,2018-11-30 17:45:06,52m - 50.299s,FAILED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-11-30 16:52:17,2018-11-30 16:52:39,22.321s,PASSED
startApplication,,launch application,2018-11-30 16:52:17,2018-11-30 16:52:34,16.612s,PASSED
delay,,delay of 5 seconds,2018-11-30 16:52:34,2018-11-30 16:52:39,5.096s,PASSED
,,,,,,
Test Cases/SliderOptions/VisitSliderOptions,,,2018-11-30 16:52:39,2018-11-30 16:53:56,1m - 17.511s,PASSED
verifyElementText,,,2018-11-30 16:52:39,2018-11-30 16:52:47,7.938s,PASSED
swipe,,,2018-11-30 16:52:47,2018-11-30 16:52:48,0.878s,PASSED
swipe,,,2018-11-30 16:52:48,2018-11-30 16:52:49,0.729s,PASSED
verifyElementExist,,,2018-11-30 16:52:49,2018-11-30 16:52:49,0.289s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.valideSliderOptions,,,2018-11-30 16:52:49,2018-11-30 16:53:14,24.731s,PASSED
swipe,,,2018-11-30 16:53:14,2018-11-30 16:53:15,0.760s,PASSED
swipe,,,2018-11-30 16:53:15,2018-11-30 16:53:15,0.716s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption,,,2018-11-30 16:53:15,2018-11-30 16:53:23,7.506s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption,,,2018-11-30 16:53:23,2018-11-30 16:53:37,14.004s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption,,,2018-11-30 16:53:37,2018-11-30 16:53:55,18.034s,PASSED
swipe,,,2018-11-30 16:53:55,2018-11-30 16:53:56,0.748s,PASSED
swipe,,,2018-11-30 16:53:56,2018-11-30 16:53:56,0.731s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.displayMissingSliderOptionsInReport,,,2018-11-30 16:53:56,2018-11-30 16:53:56,0.009s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2018-11-30 16:53:56,2018-11-30 17:45:06,51m - 9.831s,FAILED
verifyElementText,,validate the dashboard screen appearance,2018-11-30 16:53:57,2018-11-30 16:53:57,0.233s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,select current day,2018-11-30 16:53:57,2018-11-30 16:53:59,2.449s,PASSED
tap,,tap on start your day button to further proceed,2018-11-30 16:53:59,2018-11-30 16:54:01,1.160s,PASSED
verifyElementText,,Validate shops list screen appearance,2018-11-30 16:54:01,2018-11-30 16:54:02,1.365s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWith_DataVerification,,select shops from shops list for data verification,2018-11-30 16:54:02,2018-11-30 17:45:06,51m - 4.335s,FAILED
