Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Channel Wise Data Verification,,,2018-08-06 18:59:53,2018-08-06 19:01:39,1m - 45.904s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-08-06 18:59:53,2018-08-06 19:00:17,23.412s,PASSED
startApplication,,launch application,2018-08-06 18:59:54,2018-08-06 19:00:12,17.599s,PASSED
delay,,delay of 5 seconds,2018-08-06 19:00:12,2018-08-06 19:00:17,5.107s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2018-08-06 19:00:17,2018-08-06 19:01:39,1m - 22.029s,ERROR
verifyElementText,,validate the dashboard screen appearance,2018-08-06 19:00:17,2018-08-06 19:00:17,0.531s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,select current day,2018-08-06 19:00:17,2018-08-06 19:00:21,3.481s,PASSED
tap,,tap on start your day button to further proceed,2018-08-06 19:00:21,2018-08-06 19:00:22,0.676s,PASSED
verifyElementText,,Validate shops list screen appearance,2018-08-06 19:00:22,2018-08-06 19:00:23,1.867s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWithDataVerification,,select shops from shops list for data verification,2018-08-06 19:00:23,2018-08-06 19:01:39,1m - 15.212s,ERROR
