Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Chiller Utilization Data Verification,,,2018-07-30 13:12:40,2018-07-30 13:22:20,9m - 40.110s,INCOMPLETE
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-07-30 13:12:41,2018-07-30 13:13:06,25.003s,PASSED
startApplication,,launch application,2018-07-30 13:12:42,2018-07-30 13:13:01,19.163s,PASSED
delay,,delay of 5 seconds after starting application,2018-07-30 13:13:01,2018-07-30 13:13:06,5.053s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2018-07-30 13:13:06,2018-07-30 13:22:20,9m - 14.421s,INCOMPLETE
verifyElementText,,validate the dashboard screen appearance,2018-07-30 13:13:06,2018-07-30 13:13:07,0.999s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,,2018-07-30 13:13:07,2018-07-30 13:13:10,3.014s,PASSED
tap,,tap on start your day button to further proceed,2018-07-30 13:13:10,2018-07-30 13:13:12,1.608s,PASSED
verifyElementText,,Validate shops list screen appearance,2018-07-30 13:13:12,2018-07-30 13:13:14,1.494s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWithDataVerification,,select shops from shops list,2018-07-30 13:13:14,2018-07-30 13:22:20,9m - 6.867s,INCOMPLETE
