Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising,,,2018-07-24 17:48:57,2018-07-24 17:51:50,2m - 53.593s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-07-24 17:48:57,2018-07-24 17:49:19,21.471s,PASSED
startApplication,,launch application,2018-07-24 17:48:58,2018-07-24 17:49:14,15.938s,PASSED
delay,,delay of 5 seconds after starting application,2018-07-24 17:49:14,2018-07-24 17:49:19,5.047s,PASSED
,,,,,,
Test Cases/DistributionPoint/VisitDistributionPoint,,,2018-07-24 17:49:19,2018-07-24 17:50:02,43.408s,PASSED
verifyElementText,,validate dashboard screen appearance,2018-07-24 17:49:19,2018-07-24 17:49:20,0.619s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,select the current day for further proceed,2018-07-24 17:49:20,2018-07-24 17:49:24,4.336s,PASSED
tap,,tap on start your day button,2018-07-24 17:49:24,2018-07-24 17:49:25,1.023s,PASSED
delay,,delay of 15 seconds for check in through map screen,2018-07-24 17:49:25,2018-07-24 17:49:40,15.012s,PASSED
verifyElementExist,,validate map screen appearance,2018-07-24 17:49:40,2018-07-24 17:49:42,1.379s,PASSED
tap,,tap on check in button through map,2018-07-24 17:49:42,2018-07-24 17:49:42,0.626s,PASSED
verifyElementExist,,validate confirm popup appearance,2018-07-24 17:49:42,2018-07-24 17:49:44,1.123s,PASSED
tap,,tap on confirm popup no button,2018-07-24 17:49:44,2018-07-24 17:49:45,1.243s,PASSED
verifyElementText,,validate channel summary detail screen appearance,2018-07-24 17:49:45,2018-07-24 17:49:46,1.169s,PASSED
tap,,tap on next button to further proceed,2018-07-24 17:49:46,2018-07-24 17:49:46,0.401s,PASSED
verifyElementText,,validate distribution point screen appearance,2018-07-24 17:49:46,2018-07-24 17:49:48,1.636s,PASSED
com.ct.qa.keywords.DistributionPointKeywords.visitdistributionPoint,,enter quantity of products on distribution point,2018-07-24 17:49:48,2018-07-24 17:50:01,13.440s,PASSED
tap,,tap on submit button after enter the quantity of products on distribution point,2018-07-24 17:50:01,2018-07-24 17:50:02,0.913s,PASSED
,,,,,,
Test Cases/Shop/VisitShop,,,2018-07-24 17:50:02,2018-07-24 17:51:50,1m - 48.109s,ERROR
verifyElementText,,validate the dashboard screen appearance,2018-07-24 17:50:03,2018-07-24 17:50:04,1.310s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,,2018-07-24 17:50:04,2018-07-24 17:50:04,0.180s,PASSED
tap,,tap on start your day button to further proceed,2018-07-24 17:50:04,2018-07-24 17:50:05,1.324s,PASSED
verifyElementText,,Validate shops list screen appearance,2018-07-24 17:50:05,2018-07-24 17:50:07,1.433s,PASSED
com.ct.qa.keywords.VisitingScenariosKeywords.visitShop,,select shops from shops list,2018-07-24 17:50:07,2018-07-24 17:51:50,1m - 43.513s,ERROR
