Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Merchandising Data Verification,,,2018-12-17 16:21:19,2018-12-17 16:23:53,2m - 33.458s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-12-17 16:21:20,2018-12-17 16:21:44,23.983s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_061218_local_v151.apk"", false)",,launch application,2018-12-17 16:21:21,2018-12-17 16:21:39,18.054s,PASSED
delay(5),,delay of 5 seconds,2018-12-17 16:21:39,2018-12-17 16:21:44,5.054s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2018-12-17 16:21:44,2018-12-17 16:23:53,2m - 8.991s,ERROR
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2018-12-17 16:21:44,2018-12-17 16:21:49,4.411s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2018-12-17 16:21:49,2018-12-17 16:21:52,3.105s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2018-12-17 16:21:52,2018-12-17 16:21:53,1.289s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2018-12-17 16:21:53,2018-12-17 16:21:55,1.552s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWith_DataVerification(),,select shops from shops list for data verification,2018-12-17 16:21:55,2018-12-17 16:23:53,1m - 58.192s,ERROR
