Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Category Level Overwrite Scenarios,,,2019-04-05 17:14:13,2019-04-05 17:24:19,10m - 5.851s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-05 17:14:13,2019-04-05 17:14:38,24.628s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_030419_local_v154.apk"", false)",,launch application,2019-04-05 17:14:14,2019-04-05 17:14:33,18.645s,PASSED
delay(5),,delay of 5 seconds,2019-04-05 17:14:33,2019-04-05 17:14:38,5.064s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevelOverwriteScenarios,,,2019-04-05 17:14:38,2019-04-05 17:24:19,9m - 40.653s,ERROR
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-05 17:14:38,2019-04-05 17:14:43,4.898s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-05 17:14:43,2019-04-05 17:14:47,3.587s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-05 17:14:47,2019-04-05 17:14:48,0.825s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-05 17:14:48,2019-04-05 17:14:49,1.658s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_CategoryLevel_OverwriteScenarios(),,"select shops from shops list with ""Shop Level"" overwriting ",2019-04-05 17:14:49,2019-04-05 17:24:19,9m - 29.382s,ERROR
