Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Merchandising Data Verification,,,2018-12-17 16:09:05,2018-12-17 16:11:34,2m - 29.780s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-12-17 16:09:05,2018-12-17 16:09:31,26.245s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_061218_local_v151.apk"", false)",,launch application,2018-12-17 16:09:06,2018-12-17 16:09:26,20.406s,PASSED
delay(5),,delay of 5 seconds,2018-12-17 16:09:26,2018-12-17 16:09:31,5.054s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2018-12-17 16:09:31,2018-12-17 16:11:34,2m - 3.114s,ERROR
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2018-12-17 16:09:32,2018-12-17 16:09:35,3.096s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2018-12-17 16:09:35,2018-12-17 16:09:38,3.207s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2018-12-17 16:09:38,2018-12-17 16:09:39,1.329s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2018-12-17 16:09:39,2018-12-17 16:09:41,1.708s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWith_DataVerification(),,select shops from shops list for data verification,2018-12-17 16:09:41,2018-12-17 16:11:34,1m - 53.444s,ERROR
