Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Category Level Overwrite Scenarios,,,2019-04-05 17:29:14,2019-04-05 17:39:30,10m - 16.477s,FAILED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-05 17:29:14,2019-04-05 17:29:39,25.232s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_030419_local_v154.apk"", false)",,launch application,2019-04-05 17:29:15,2019-04-05 17:29:34,19.022s,PASSED
delay(5),,delay of 5 seconds,2019-04-05 17:29:34,2019-04-05 17:29:39,5.049s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevelOverwriteScenarios,,,2019-04-05 17:29:39,2019-04-05 17:39:30,9m - 50.671s,FAILED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-05 17:29:40,2019-04-05 17:29:43,3.512s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-05 17:29:43,2019-04-05 17:29:48,4.279s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-05 17:29:48,2019-04-05 17:29:49,1.318s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-05 17:29:49,2019-04-05 17:29:51,2.431s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_CategoryLevel_OverwriteScenarios(),,"select shops from shops list with ""Shop Level"" overwriting ",2019-04-05 17:29:51,2019-04-05 17:39:30,9m - 38.850s,FAILED
