Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Category Level Overwrite Scenarios,,,2019-04-05 16:57:54,2019-04-05 16:58:30,36.141s,PASSED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-05 16:57:55,2019-04-05 16:58:19,23.791s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_030419_local_v154.apk"", false)",,launch application,2019-04-05 16:57:56,2019-04-05 16:58:14,17.834s,PASSED
delay(5),,delay of 5 seconds,2019-04-05 16:58:14,2019-04-05 16:58:19,5.049s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevelOverwriteScenarios,,,2019-04-05 16:58:19,2019-04-05 16:58:30,11.809s,PASSED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-05 16:58:19,2019-04-05 16:58:22,3.353s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-05 16:58:22,2019-04-05 16:58:27,4.293s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-05 16:58:27,2019-04-05 16:58:28,1.104s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-05 16:58:28,2019-04-05 16:58:30,2.420s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_CategoryLevel_OverwriteScenarios(),,"select shops from shops list with ""Shop Level"" overwriting ",2019-04-05 16:58:30,2019-04-05 16:58:30,0.363s,PASSED
