Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising Data Verification,,,2019-04-19 15:43:19,2019-04-19 15:44:08,48.522s,INCOMPLETE
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-19 15:43:20,2019-04-19 15:43:48,27.470s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_170419_local_v154 (2).apk"", false)",,launch application,2019-04-19 15:43:22,2019-04-19 15:43:43,20.652s,PASSED
delay(5),,delay of 5 seconds,2019-04-19 15:43:43,2019-04-19 15:43:48,5.085s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2019-04-19 15:43:48,2019-04-19 15:44:08,20.124s,INCOMPLETE
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-19 15:43:48,2019-04-19 15:43:53,4.801s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-19 15:43:53,2019-04-19 15:43:57,4.359s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-19 15:43:57,2019-04-19 15:43:58,0.874s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-19 15:43:58,2019-04-19 15:44:00,1.655s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWith_DataVerification(),,select shops from shops list for data verification,2019-04-19 15:44:00,2019-04-19 15:44:08,7.919s,INCOMPLETE
