Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising Data Verification,,,2019-04-19 14:24:39,2019-04-19 14:25:20,40.721s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-19 14:24:40,2019-04-19 14:25:05,25.197s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_170419_local_v154 (2).apk"", false)",,launch application,2019-04-19 14:24:41,2019-04-19 14:25:00,18.659s,PASSED
delay(5),,delay of 5 seconds,2019-04-19 14:25:00,2019-04-19 14:25:05,5.066s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2019-04-19 14:25:05,2019-04-19 14:25:20,14.639s,ERROR
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-19 14:25:05,2019-04-19 14:25:11,5.353s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-19 14:25:11,2019-04-19 14:25:15,3.853s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-19 14:25:15,2019-04-19 14:25:15,0.699s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-19 14:25:15,2019-04-19 14:25:18,2.542s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWith_DataVerification(),,select shops from shops list for data verification,2019-04-19 14:25:18,2019-04-19 14:25:19,1.576s,ERROR
