Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandiser With Chiller Level Overwrite Scenarios,,,2019-04-09 10:48:57,2019-04-09 11:15:41,26m - 43.966s,PASSED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-09 10:48:58,2019-04-09 10:49:25,27.426s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_030419_local_v154.apk"", false)",,launch application,2019-04-09 10:48:59,2019-04-09 10:49:20,21.153s,PASSED
delay(5),,delay of 5 seconds,2019-04-09 10:49:20,2019-04-09 10:49:25,5.071s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithChillerLevelOverwriteScenarios,,,2019-04-09 10:49:25,2019-04-09 11:15:41,26m - 15.986s,PASSED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-09 10:49:26,2019-04-09 10:49:31,5.609s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-09 10:49:31,2019-04-09 10:49:36,4.342s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-09 10:49:36,2019-04-09 10:49:37,1.342s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-09 10:49:37,2019-04-09 10:49:39,1.621s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_ChillerLevel_OverwriteScenarios(),,,2019-04-09 10:49:39,2019-04-09 11:15:41,26m - 2.411s,PASSED
