Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Category Level Overwrite Scenarios,,,2019-04-04 16:26:13,2019-04-04 16:28:03,1m - 49.492s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-04 16:26:14,2019-04-04 16:27:08,54.691s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_030419_local_v154.apk"", false)",,launch application,2019-04-04 16:26:15,2019-04-04 16:27:03,48.690s,PASSED
delay(5),,delay of 5 seconds,2019-04-04 16:27:03,2019-04-04 16:27:08,5.077s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevelOverwriteScenarios,,,2019-04-04 16:27:08,2019-04-04 16:28:03,54.332s,ERROR
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-04 16:27:09,2019-04-04 16:27:13,3.692s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-04 16:27:13,2019-04-04 16:27:16,3.467s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-04 16:27:16,2019-04-04 16:27:17,1.079s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-04 16:27:17,2019-04-04 16:27:18,1.341s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_CategoryLevel_OverwriteScenarios(),,"select shops from shops list with ""Shop Level"" overwriting ",2019-04-04 16:27:18,2019-04-04 16:28:03,44.394s,ERROR
