Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Category Level Overwrite Scenarios,,,2019-04-08 11:01:58,2019-04-08 11:18:52,16m - 53.445s,FAILED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-08 11:01:59,2019-04-08 11:02:25,26.112s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_030419_local_v154.apk"", false)",,launch application,2019-04-08 11:02:00,2019-04-08 11:02:20,20.207s,PASSED
delay(5),,delay of 5 seconds,2019-04-08 11:02:20,2019-04-08 11:02:25,5.034s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithCategoryLevelOverwriteScenarios,,,2019-04-08 11:02:25,2019-04-08 11:18:52,16m - 26.726s,FAILED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-08 11:02:25,2019-04-08 11:02:36,10.902s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-08 11:02:36,2019-04-08 11:02:39,3.142s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-08 11:02:39,2019-04-08 11:02:40,0.671s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-08 11:02:40,2019-04-08 11:02:43,2.586s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopsWith_CategoryLevel_OverwriteScenarios(),,"select shops from shops list with ""Shop Level"" overwriting ",2019-04-08 11:02:43,2019-04-08 11:18:52,16m - 9.060s,FAILED
