Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising Data Verification,,,2019-04-23 15:18:42,2019-04-23 16:21:11,1h - 2m - 29.282s,PASSED
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2019-04-23 15:18:42,2019-04-23 15:19:08,25.873s,PASSED
"startApplication(""F:\QA_Automation\Builds\mmaplus_170419_local_v154 (2).apk"", false)",,launch application,2019-04-23 15:18:43,2019-04-23 15:19:03,19.898s,PASSED
delay(5),,delay of 5 seconds,2019-04-23 15:19:03,2019-04-23 15:19:08,5.044s,PASSED
,,,,,,
Test Cases/Attendence/VisitAttendance,,,2019-04-23 15:19:08,2019-04-23 15:19:53,44.385s,PASSED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate dashboard screen appearance,2019-04-23 15:19:09,2019-04-23 15:19:13,4.502s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select the current day for further proceed,2019-04-23 15:19:13,2019-04-23 15:19:17,3.939s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button,2019-04-23 15:19:17,2019-04-23 15:19:19,1.364s,PASSED
"verifyElementText(findTestObject(""Attendence/Validate_AttendenceScreen"", [""package"":PACKAGENAME]), ""Attendance"")",,,2019-04-23 15:19:19,2019-04-23 15:19:20,1.539s,PASSED
"tap(findTestObject(""Attendence/TakeSelfie_ImageViewButton"", [""package"":PACKAGENAME]), 0)",,,2019-04-23 15:19:20,2019-04-23 15:19:22,2.272s,PASSED
com.ct.qa.keywords.CommonKeywords.takePicture(),,,2019-04-23 15:19:22,2019-04-23 15:19:30,8.106s,PASSED
com.ct.qa.keywords.Attendence.visitAttendenceRemark(),,,2019-04-23 15:19:30,2019-04-23 15:19:32,1.659s,PASSED
"tap(findTestObject(""Attendence/Attendence_SubmitButton"", [""package"":PACKAGENAME]), 0)",,,2019-04-23 15:19:32,2019-04-23 15:19:34,1.845s,PASSED
"delay(15, STOP_ON_FAILURE)",,,2019-04-23 15:19:34,2019-04-23 15:19:49,15.003s,PASSED
"verifyElementExist(findTestObject(""CommonScreenElements/Validate_MapScreen"", [""package"":PACKAGENAME]), 0)",,validate map screen appearance,2019-04-23 15:19:49,2019-04-23 15:19:51,1.582s,PASSED
"tap(findTestObject(""CommonScreenElements/Location_CheckIn"", [""package"":PACKAGENAME]), 0)",,tap on check in button through map,2019-04-23 15:19:51,2019-04-23 15:19:51,0.484s,PASSED
"verifyElementExist(findTestObject(""CommonScreenElements/Validate_InfoPopUP"", [""package"":PACKAGENAME]), 0)",,validate confirm popup appearance,2019-04-23 15:19:51,2019-04-23 15:19:52,0.675s,PASSED
"tap(findTestObject(""CommonScreenElements/InfoPopUp_YesButton"", [""package"":PACKAGENAME]), 0)",,tap on confirm popup no button,2019-04-23 15:19:52,2019-04-23 15:19:53,0.990s,PASSED
,,,,,,
Test Cases/DistributionPoint/VisitDistributionPoint,,,2019-04-23 15:19:53,2019-04-23 15:20:10,17.388s,PASSED
"verifyElementText(findTestObject(""DistributionPoint/Validate_RouteInfoScreen"", [""package"":PACKAGENAME]), ""Route Info"")",,validate channel summary detail screen appearance,2019-04-23 15:19:53,2019-04-23 15:19:53,0.346s,PASSED
"tap(findTestObject(""DistributionPoint/RouteInfoNextButton"", [""package"":PACKAGENAME]), 0)",,tap on next button to further proceed,2019-04-23 15:19:53,2019-04-23 15:19:54,1.074s,PASSED
"verifyElementText(findTestObject(""DistributionPoint/Validate_DistributionPointScreen"", [""package"":PACKAGENAME]), ""Poster Quantity:"")",,validate distribution point screen appearance,2019-04-23 15:19:54,2019-04-23 15:19:56,1.693s,PASSED
com.ct.qa.keywords.DistributionPointKeywords.visitdistributionPoint(),,enter quantity of products on distribution point,2019-04-23 15:19:56,2019-04-23 15:20:08,11.494s,PASSED
"tap(findTestObject(""DistributionPoint/DistributionPoint_SubmitButton"", [""package"":PACKAGENAME]), 0)",,tap on submit button after enter the quantity of products on distribution point,2019-04-23 15:20:08,2019-04-23 15:20:09,0.982s,PASSED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate dashboard screen appearance,2019-04-23 15:20:09,2019-04-23 15:20:10,1.575s,PASSED
,,,,,,
Test Cases/SliderOptions/VisitSliderOptions,,,2019-04-23 15:20:10,2019-04-23 15:59:21,39m - 10.584s,PASSED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,,2019-04-23 15:20:11,2019-04-23 15:20:11,0.311s,PASSED
"swipe(2, 250, 400, 250)",,,2019-04-23 15:20:11,2019-04-23 15:20:12,0.803s,PASSED
"swipe(2, 250, 400, 250)",,,2019-04-23 15:20:12,2019-04-23 15:20:13,0.788s,PASSED
"verifyElementExist(findTestObject(""SliderOptions/Validate_SliderItemsScreen"", [""package"":PACKAGENAME]), 0)",,,2019-04-23 15:20:13,2019-04-23 15:20:13,0.458s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.valideSliderOptions(),,,2019-04-23 15:20:13,2019-04-23 15:20:45,31.960s,PASSED
"swipe(5, 200, 5, 500)",,,2019-04-23 15:20:45,2019-04-23 15:20:46,0.770s,PASSED
"swipe(5, 200, 5, 500)",,,2019-04-23 15:20:46,2019-04-23 15:20:47,0.739s,PASSED
"com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption(""Update Profile"")",,,2019-04-23 15:20:47,2019-04-23 15:20:54,7.570s,PASSED
"com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption(""Out of Route"")",,,2019-04-23 15:20:54,2019-04-23 15:39:24,18m - 29.981s,PASSED
"com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption(""Abnormal Shops"")",,,2019-04-23 15:39:24,2019-04-23 15:58:56,19m - 31.875s,PASSED
"com.ct.qa.keywords.SliderOptionsKeywords.findSliderOption(""Info"")",,,2019-04-23 15:58:56,2019-04-23 15:59:19,23.111s,PASSED
"swipe(320, 5, 2, 5)",,,2019-04-23 15:59:19,2019-04-23 15:59:20,0.750s,PASSED
"swipe(320, 5, 2, 5)",,,2019-04-23 15:59:20,2019-04-23 15:59:21,0.719s,PASSED
com.ct.qa.keywords.SliderOptionsKeywords.displayMissingSliderOptionsInReport(),,,2019-04-23 15:59:21,2019-04-23 15:59:21,0.070s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2019-04-23 15:59:21,2019-04-23 16:21:11,21m - 50.480s,PASSED
"verifyElementText(findTestObject(""DashboardScreenElements/Validate_DashboardScreen"", [""package"":PACKAGENAME]), ""Dashboard"")",,validate the dashboard screen appearance,2019-04-23 15:59:21,2019-04-23 15:59:21,0.146s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday(),,select current day,2019-04-23 15:59:21,2019-04-23 15:59:24,2.980s,PASSED
"tap(findTestObject(""DashboardScreenElements/StartYourDay"", [""package"":PACKAGENAME]), 0)",,tap on start your day button to further proceed,2019-04-23 15:59:24,2019-04-23 15:59:26,1.517s,PASSED
"verifyElementText(findTestObject(""Validate_ShopListScreen"", [""package"":PACKAGENAME]), ""Shops on Route"")",,Validate shops list screen appearance,2019-04-23 15:59:26,2019-04-23 15:59:28,2.603s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWith_DataVerification(),,select shops from shops list for data verification,2019-04-23 15:59:28,2019-04-23 16:21:11,21m - 42.957s,PASSED
