Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MMA Plus Merchandising With Chiller Utilization Data Verification,,,2018-07-30 12:49:08,2018-07-30 12:50:18,1m - 10.147s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-07-30 12:49:08,2018-07-30 12:49:31,23.281s,PASSED
startApplication,,launch application,2018-07-30 12:49:09,2018-07-30 12:49:26,17.600s,PASSED
delay,,delay of 5 seconds after starting application,2018-07-30 12:49:26,2018-07-30 12:49:31,5.046s,PASSED
,,,,,,
Test Cases/VisitShopScenarios/VisitShopsWithDataVerification,,,2018-07-30 12:49:31,2018-07-30 12:50:18,46.359s,ERROR
verifyElementText,,validate the dashboard screen appearance,2018-07-30 12:49:32,2018-07-30 12:49:33,0.907s,PASSED
com.ct.qa.keywords.CommonKeywords.selectday,,,2018-07-30 12:49:33,2018-07-30 12:49:37,3.973s,PASSED
tap,,tap on start your day button to further proceed,2018-07-30 12:49:37,2018-07-30 12:49:38,1.527s,PASSED
verifyElementText,,Validate shops list screen appearance,2018-07-30 12:49:38,2018-07-30 12:49:40,1.469s,PASSED
com.ct.qa.keywords.ShopVisitingScenariosKeywords.visitShopWithDataVerification,,select shops from shops list,2018-07-30 12:49:40,2018-07-30 12:50:18,38.032s,ERROR
